1290467578563625972  , -1.060606 , 0.009803922 , 0.11214953    , 124.79535 , -300.3228 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578580893968  , -1.060606 , 0.009803922 , 0.11214953    , 124.79535 , -300.33145 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578583359951  , -1.050505 , -0.009803922 , 0.1495327    , 124.796936 , -300.33905 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578600879948  , -1.060606 , -0.009803922 , 0.1495327    , 124.796936 , -300.40698 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578603367931  , -1.060606 , 0.039215688 , 0.11214953    , 124.796936 , -300.40698 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578621085928  , -1.0707071 , 0.019607844 , 0.1495327    , 124.803345 , -300.34546 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578623735911  , -1.0707071 , 0.039215688 , 0.11214953    , 124.803345 , -300.3373 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578640919908  , -1.060606 , 0.009803922 , 0.11214953    , 124.81745 , -300.345 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578643606891  , -1.050505 , 0.009803922 , 0.11214953    , 124.818695 , -300.35474 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578660848888  , -1.060606 , 0.009803922 , 0.11214953    , 124.818695 , -300.40024 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578664578871  , -1.060606 , -0.009803922 , 0.1495327    , 124.818695 , -300.40363 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578682133867  , -1.060606 , 0.009803922 , 0.11214953    , 124.818695 , -300.39786 , 20.527426    ,0.0 , 0.0 , 0.0
1290467578684653849  , -1.060606 , 0.039215688 , 0.11214953    , 124.82051 , -300.39786 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578702371847  , -1.060606 , -0.009803922 , 0.1495327    , 124.83397 , -300.37573 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578704590829  , -1.050505 , 0.039215688 , 0.11214953    , 124.83397 , -300.37253 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578722434827  , -1.060606 , 0.009803922 , 0.11214953    , 124.83397 , -300.33408 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578724599809  , -1.060606 , 0.039215688 , 0.11214953    , 124.83504 , -300.32993 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578742278807  , -1.060606 , 0.009803922 , 0.11214953    , 124.849464 , -300.2799 , 20.526144    ,0.0 , 0.0 , 0.0
1290467578745879789  , -1.060606 , 0.009803922 , 0.11214953    , 124.849464 , -300.2749 , 20.526144    ,0.0 , 0.0 , 0.0
