67804878  , -0.50395286 , 9.534244 , 1.1168685    , 0.0 , 0.0 , -1.0    ,-19.75 , -26.875 , 0.3125
4207317  , -0.50395286 , 9.534244 , 1.1168685    , 0.0 , 0.0 , -1.0    ,-19.25 , -26.875 , 0.0625
136036586  , -0.42223078 , 9.575105 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-19.25 , -26.875 , 0.0625
243902  , -0.42223078 , 9.575105 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-19.75 , -27.125 , -0.1875
182927  , -0.6946377 , 9.615966 , 0.9942854    , 0.0 , 0.0 , -1.0    ,-19.75 , -27.125 , -0.1875
182927  , -0.6946377 , 9.615966 , 0.9942854    , 0.0 , 0.0 , -1.0    ,-20.0 , -26.875 , -0.1875
102012195  , -0.6537767 , 9.615966 , 0.95342433    , 0.0 , 0.0 , -1.0    ,-20.0 , -26.875 , -0.1875
182927  , -0.6537767 , 9.615966 , 0.95342433    , 0.0 , 0.0 , -1.0    ,-20.25 , -27.125 , -0.4375
182927  , -0.50395286 , 9.534244 , 1.1168685    , 0.0 , 0.0 , -1.0    ,-20.25 , -27.125 , -0.4375
182927  , -0.50395286 , 9.534244 , 1.1168685    , 0.0 , 0.0 , -1.0    ,-20.0 , -27.125 , -0.1875
66737806  , -0.5720546 , 9.534244 , 0.9942854    , 0.0 , 0.0 , -1.0    ,-20.0 , -27.125 , -0.1875
213414  , -0.5720546 , 9.534244 , 0.9942854    , 0.0 , 0.0 , -1.0    ,-19.5 , -26.875 , 0.3125
213415  , -0.46309182 , 9.575105 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-19.5 , -26.875 , 0.3125
213415  , -0.46309182 , 9.575105 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-19.75 , -26.375 , 0.3125
182927  , -0.50395286 , 9.466142 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-19.75 , -26.375 , 0.3125
182927  , -0.50395286 , 9.466142 , 1.0351465    , 0.0 , 0.0 , -1.0    ,-20.0 , -26.125 , 0.3125
